Date,HeatRisk,ED Visits,EMS Calls,Random Numbers
4/22/2014,0,575,6197,1007
4/23/2014,0,499,5589,981
4/24/2014,1,785,6191,997
4/25/2014,0,521,6808,1009
4/26/2014,0,834,6760,1029
4/27/2014,0,832,6200,1047
4/28/2014,1,661,6414,930
4/29/2014,2,736,5803,1019
4/30/2014,2,588,6412,932
5/1/2014,2,633,6018,1067
5/2/2014,2,700,6229,1052
5/3/2014,2,824,7698,978
5/4/2014,1,899,7546,1077
5/5/2014,0,555,6380,965
5/6/2014,0,495,5597,960
5/7/2014,0,611,5856,911
5/8/2014,0,588,6879,973
5/9/2014,0,458,5655,1019
5/10/2014,0,655,7516,994
5/11/2014,1,825,7230,944
5/12/2014,2,591,6452,1012
5/13/2014,2,620,6299,1080
5/14/2014,3,734,6536,1012
5/15/2014,2,853,6247,997
5/16/2014,2,625,6160,918
5/17/2014,2,780,7533,981
5/18/2014,1,810,6923,968
5/19/2014,1,289,6087,1025
5/20/2014,0,534,6758,986
5/21/2014,0,434,6183,967
5/22/2014,0,551,6475,1060
5/23/2014,0,641,5573,1046
5/24/2014,0,708,7106,1125
5/25/2014,1,775,6956,984
5/26/2014,1,583,6526,949
5/27/2014,1,445,6939,1002
5/28/2014,1,512,6116,996
5/29/2014,1,604,7251,1031
5/30/2014,1,553,6689,924
5/31/2014,1,792,7798,1035
6/1/2014,1,838,7756,991
6/2/2014,1,350,6060,1069
6/3/2014,1,449,6740,1041
6/4/2014,1,469,6350,981
6/5/2014,1,446,7292,1070
6/6/2014,1,457,6481,1113
6/7/2014,1,710,6830,1066
6/8/2014,1,668,7674,1058
6/9/2014,1,409,6426,1047
6/10/2014,1,359,5949,1011
6/11/2014,1,525,6967,1038
6/12/2014,1,693,6129,1058
6/13/2014,1,474,6652,961
6/14/2014,1,725,7310,936
6/15/2014,1,820,7411,974
6/16/2014,1,508,6668,1059
6/17/2014,1,392,6440,970
6/18/2014,1,413,6020,922
6/19/2014,1,501,6716,1039
6/20/2014,1,541,6484,1003
6/21/2014,1,532,8431,991
6/22/2014,1,748,7887,990
6/23/2014,1,548,6698,990
6/24/2014,1,521,6285,1018
6/25/2014,1,364,6278,1051
6/26/2014,1,573,6177,1071
6/27/2014,1,550,6680,983
6/28/2014,1,801,7460,997
6/29/2014,1,836,7937,1004
6/30/2014,1,376,7407,987
7/1/2014,1,559,6256,973
7/2/2014,1,401,6963,965
7/3/2014,1,568,6081,943
7/4/2014,2,602,7322,933
7/5/2014,2,539,7537,919
7/6/2014,2,693,8499,911
7/7/2014,2,428,6608,902
7/8/2014,1,528,6491,891
7/9/2014,1,576,6282,972
7/10/2014,1,589,6813,914
7/11/2014,1,404,6488,969
7/12/2014,1,650,7090,1028
7/13/2014,1,742,8205,959
7/14/2014,1,260,6911,1096
7/15/2014,1,549,6998,1013
7/16/2014,1,400,6503,979
7/17/2014,1,549,6754,985
7/18/2014,1,518,5808,1020
7/19/2014,1,649,7363,971
7/20/2014,1,769,6679,1032
7/21/2014,1,461,6256,1019
7/22/2014,1,487,5900,977
7/23/2014,2,586,7076,1001
7/24/2014,2,482,6584,971
7/25/2014,2,564,6551,1015
7/26/2014,1,751,6717,1073
7/27/2014,1,731,7645,1024
7/28/2014,2,554,6935,961
7/29/2014,2,636,6850,996
7/30/2014,2,543,8112,1019
7/31/2014,2,610,7339,1097
8/1/2014,1,735,6456,992
8/2/2014,2,680,6489,1032
8/3/2014,1,651,8038,990
8/4/2014,2,493,6697,1000
8/5/2014,1,459,5744,986
8/6/2014,1,444,5827,1034
8/7/2014,1,567,6967,981
8/8/2014,1,709,7453,989
8/9/2014,1,815,6164,1081
8/10/2014,1,965,7871,1006
8/11/2014,1,662,5978,969
8/12/2014,1,665,6349,1031
8/13/2014,1,578,6198,1029
8/14/2014,1,535,6987,983
8/15/2014,2,646,6116,947
8/16/2014,2,783,7321,978
8/17/2014,2,740,8251,1038
8/18/2014,1,520,6464,948
8/19/2014,1,482,6335,995
8/20/2014,1,554,6456,967
8/21/2014,1,603,5911,949
8/22/2014,1,633,6335,943
8/23/2014,1,872,6838,970
8/24/2014,1,758,7151,1002
8/25/2014,1,494,5464,1054
8/26/2014,1,695,5652,995
8/27/2014,2,516,6934,940
8/28/2014,2,691,5980,897
8/29/2014,2,666,6172,997
8/30/2014,2,814,7887,988
8/31/2014,2,795,6947,935
9/1/2014,1,591,6327,958
9/2/2014,1,580,5899,1013
9/3/2014,1,538,6322,993
9/4/2014,1,575,6767,1001
9/5/2014,1,663,6289,989
9/6/2014,1,835,6927,1048
9/7/2014,2,971,7496,1076
9/8/2014,2,553,6193,955
9/9/2014,2,669,6216,918
9/10/2014,2,712,6395,1004
9/11/2014,2,823,7297,919
9/12/2014,2,725,5862,1043
9/13/2014,2,784,7840,1041
9/14/2014,3,996,7625,956
9/15/2014,2,746,6253,1040
9/16/2014,3,738,6849,1004
9/17/2014,3,727,6149,1077
9/18/2014,1,669,4810,995
9/19/2014,1,614,5982,1004
9/20/2014,1,874,7047,1044
9/21/2014,1,958,7776,978
9/22/2014,1,591,6964,939
9/23/2014,1,692,7069,903
9/24/2014,2,851,5996,1058
9/25/2014,1,643,6046,945
9/26/2014,1,738,6255,960
9/27/2014,1,951,6533,1010
9/28/2014,1,829,6639,897
9/29/2014,1,684,5623,1020
9/30/2014,1,699,6329,913
10/1/2014,1,667,7003,971
10/2/2014,2,920,6149,1042
10/3/2014,2,752,6403,1081
10/4/2014,2,884,7104,965
10/5/2014,2,1023,7570,989
10/6/2014,2,646,5616,981
10/7/2014,2,762,6557,1049
10/8/2014,2,819,6321,1048
10/9/2014,1,791,5195,1004
10/10/2014,1,873,5365,971
10/11/2014,1,975,7313,1003
10/12/2014,1,1058,6539,1007
10/13/2014,1,754,5431,1036
10/14/2014,1,627,6042,910
10/15/2014,1,655,6838,975
10/16/2014,1,737,5445,1023
10/17/2014,1,885,6431,1002
10/18/2014,1,1060,6813,1020
10/19/2014,1,1033,6285,1037
10/20/2014,1,621,5958,1023
10/21/2014,1,748,6022,989
10/22/2014,1,751,5860,983
10/23/2014,1,697,5862,920
10/24/2014,1,752,6276,1055
10/25/2014,1,995,6368,1063
10/26/2014,1,1035,7121,982
10/27/2014,1,657,6415,1016
10/28/2014,1,776,4575,983
10/29/2014,1,800,5908,978
10/30/2014,1,747,5146,926
10/31/2014,0,866,5924,935
11/1/2014,0,921,6237,1086
11/2/2014,0,1008,5893,1008
11/3/2014,1,851,5844,1003
11/4/2014,1,778,5522,957
11/5/2014,1,882,6983,1041
11/6/2014,2,882,5787,1020
11/7/2014,2,853,5668,1024
11/8/2014,2,990,6751,921
11/9/2014,1,951,7560,973
11/10/2014,0,891,5627,950
11/11/2014,0,915,5746,971
11/12/2014,0,744,5822,965
11/13/2014,0,842,5944,999
11/14/2014,1,1004,5465,1029
11/15/2014,0,1203,5495,1061
11/16/2014,1,982,6583,1050
11/17/2014,1,748,6660,1017
11/18/2014,1,842,6598,1028
11/19/2014,1,765,6239,972
11/20/2014,0,939,5244,1041
11/21/2014,1,933,6016,958
11/22/2014,1,1086,6473,960
11/23/2014,1,1020,6678,1036
11/24/2014,1,858,5622,1050
11/25/2014,1,824,6015,1060
11/26/2014,1,893,5376,1026
11/27/2014,2,870,5498,1065
11/28/2014,1,883,6064,1102
11/29/2014,1,1042,7186,943
11/30/2014,0,1118,6693,1041
12/1/2014,0,817,6461,1024
12/2/2014,0,985,5526,915
12/3/2014,0,759,5478,917
12/4/2014,0,894,5151,1104
12/5/2014,0,952,5244,1058
12/6/2014,0,1075,7005,978
12/7/2014,1,1166,6267,943
12/8/2014,1,794,6071,1039
12/9/2014,1,911,6453,994
12/10/2014,1,1004,5534,993
12/11/2014,0,1004,6280,1051
12/12/2014,0,1003,5805,937
12/13/2014,0,1188,7018,977
12/14/2014,0,1105,6762,935
12/15/2014,0,867,5097,1038
12/16/2014,0,827,5766,992
12/17/2014,0,967,4807,996
12/18/2014,0,945,5642,1048
12/19/2014,0,938,6189,950
12/20/2014,0,1090,7228,1157
12/21/2014,0,1189,6078,1022
12/22/2014,1,817,5813,994
12/23/2014,1,919,6493,1035
12/24/2014,1,1015,4744,1069
12/25/2014,0,999,5519,1026
12/26/2014,0,956,5893,1010
12/27/2014,0,1192,7215,1026
12/28/2014,0,1115,5979,1087
12/29/2014,0,823,4780,1011
12/30/2014,0,959,6144,1042
12/31/2014,0,935,6221,1051
1/1/2015,0,831,5948,1052
1/2/2015,0,979,5865,923
1/3/2015,0,1068,6419,1025
1/4/2015,0,1183,6440,949
1/5/2015,1,841,5132,988
1/6/2015,1,847,6136,984
1/7/2015,1,985,6189,990
1/8/2015,1,792,6387,942
1/9/2015,0,800,4577,1003
1/10/2015,0,1206,6411,1003
1/11/2015,0,1123,6767,1039
1/12/2015,0,844,5403,1092
1/13/2015,0,711,5130,919
1/14/2015,1,865,5258,923
1/15/2015,1,1012,6560,955
1/16/2015,1,903,5114,986
1/17/2015,1,1024,6100,897
1/18/2015,1,1123,7249,1038
1/19/2015,0,963,6288,1037
1/20/2015,0,854,5655,954
1/21/2015,0,879,5710,1001
1/22/2015,1,808,5692,1049
1/23/2015,1,1018,5640,953
1/24/2015,1,1012,6748,869
1/25/2015,1,1087,5919,898
1/26/2015,1,811,5064,1026
1/27/2015,1,911,5376,1079
1/28/2015,1,970,6588,983
1/29/2015,1,994,6165,1035
1/30/2015,0,964,6441,1038
1/31/2015,0,1201,6616,1031
2/1/2015,1,1243,7513,992
2/2/2015,1,733,6659,1007
2/3/2015,0,852,4545,943
2/4/2015,0,1003,5898,1012
2/5/2015,1,923,5909,1030
2/6/2015,1,903,5618,1072
2/7/2015,0,1227,7993,995
2/8/2015,1,999,6849,1002
2/9/2015,1,777,5542,1019
2/10/2015,1,993,5386,1033
2/11/2015,1,867,5229,967
2/12/2015,1,926,5943,1017
2/13/2015,2,1035,6822,1104
2/14/2015,1,1036,6858,970
2/15/2015,1,1132,7203,922
2/16/2015,0,587,5480,958
2/17/2015,0,693,5796,1006
2/18/2015,1,902,6200,1013
2/19/2015,0,858,6047,1085
2/20/2015,0,957,5024,1040
2/21/2015,0,996,5840,975
2/22/2015,0,1097,6621,1055
2/23/2015,0,791,5992,952
2/24/2015,1,818,6390,1073
2/25/2015,0,803,6596,1032
2/26/2015,0,879,6126,980
2/27/2015,0,694,5738,975
2/28/2015,0,1089,7118,956
3/1/2015,0,1027,7197,1077
3/2/2015,0,729,5943,1025
3/3/2015,0,657,5224,1014
3/4/2015,0,777,5401,993
3/5/2015,1,815,5976,940
3/6/2015,1,971,5688,976
3/7/2015,1,1013,7005,1032
3/8/2015,1,1017,6880,943
3/9/2015,1,742,5453,951
3/10/2015,1,713,6333,1020
3/11/2015,1,729,6249,978
3/12/2015,1,774,5649,1010
3/13/2015,2,930,6024,986
3/14/2015,2,972,8056,1039
3/15/2015,2,954,7093,944
3/16/2015,2,532,5841,1018
3/17/2015,2,807,6253,1052
3/18/2015,1,667,6790,1032
3/19/2015,1,777,5970,975
3/20/2015,1,716,6251,1097
3/21/2015,1,1087,7523,1022
3/22/2015,0,1001,6880,993
3/23/2015,1,647,6307,1056
3/24/2015,1,534,5500,1004
3/25/2015,1,726,7356,995
3/26/2015,2,760,5770,930
3/27/2015,2,749,6532,1014
3/28/2015,1,1026,6563,1061
3/29/2015,1,1137,6989,1042
3/30/2015,1,694,6071,985
3/31/2015,1,607,5673,945
4/1/2015,1,662,6020,1012
4/2/2015,1,716,5803,971
4/3/2015,1,637,7123,1015
4/4/2015,1,953,7773,914
4/5/2015,0,991,7607,1055
4/6/2015,0,571,6281,969
4/7/2015,0,622,6967,985
4/8/2015,0,556,6360,961
4/9/2015,1,661,6508,1011
4/10/2015,0,832,5605,934
4/11/2015,0,800,7561,1012
4/12/2015,1,752,7062,967
4/13/2015,1,666,6853,992
4/14/2015,1,663,6342,1096
4/15/2015,1,647,6279,1089
4/16/2015,1,560,6853,1006
4/17/2015,1,921,5642,960
4/18/2015,1,956,7650,958
4/19/2015,1,958,6948,970
4/20/2015,0,628,6744,1010
4/21/2015,0,632,5937,929
4/22/2015,0,665,7166,1080
4/23/2015,0,577,6160,956
4/24/2015,0,689,7384,1077
4/25/2015,0,897,7283,1025
4/26/2015,1,944,7764,988
4/27/2015,1,592,6500,1074
4/28/2015,2,675,6613,1008
4/29/2015,2,675,7075,1014
4/30/2015,1,602,6430,1064
5/1/2015,1,714,7091,1032
5/2/2015,1,801,8106,994
5/3/2015,1,807,7051,987
5/4/2015,0,513,5938,1019
5/5/2015,0,570,7102,934
5/6/2015,0,662,6623,1028
5/7/2015,0,603,5920,949
5/8/2015,0,565,6727,931
5/9/2015,0,821,7675,973
5/10/2015,0,803,7894,989
5/11/2015,1,547,6056,1012
5/12/2015,0,458,6681,1094
5/13/2015,0,667,6164,976
5/14/2015,0,586,6139,944
5/15/2015,0,722,5474,1042
5/16/2015,0,800,8040,1001
5/17/2015,0,803,7362,963
5/18/2015,0,581,6861,995
5/19/2015,1,590,7192,1006
5/20/2015,0,430,7268,1001
5/21/2015,0,631,6388,1046
5/22/2015,0,664,6645,1005
5/23/2015,0,818,7724,1029
5/24/2015,0,939,7327,1053
5/25/2015,0,352,6622,1082
5/26/2015,0,317,6593,1019
5/27/2015,0,614,6889,1005
5/28/2015,1,513,5814,1051
5/29/2015,1,713,7082,1077
5/30/2015,1,788,7904,1029
5/31/2015,1,609,7586,932
6/1/2015,1,593,7669,966
6/2/2015,1,519,5853,1045
6/3/2015,1,500,7635,996
6/4/2015,0,458,6433,1045
6/5/2015,1,725,6451,996
6/6/2015,0,727,7590,933
6/7/2015,1,840,8186,950
6/8/2015,2,552,7390,944
6/9/2015,2,607,7124,1049
6/10/2015,1,600,6567,1062
6/11/2015,1,523,5819,1018
6/12/2015,0,593,6599,1097
6/13/2015,0,787,6736,1089
6/14/2015,1,765,7668,1020
6/15/2015,1,551,7097,1011
6/16/2015,1,488,6932,951
6/17/2015,1,657,7373,1054
6/18/2015,1,555,6852,998
6/19/2015,1,639,5971,1044
6/20/2015,2,801,8125,914
6/21/2015,1,887,8528,1077
6/22/2015,1,390,7099,953
6/23/2015,1,551,6618,994
6/24/2015,1,402,7121,1023
6/25/2015,1,485,6623,920
6/26/2015,1,643,7427,1033
6/27/2015,1,747,7668,931
6/28/2015,2,611,7888,909
6/29/2015,2,527,7441,1048
6/30/2015,2,501,7728,1012
7/1/2015,1,579,7401,1065
7/2/2015,1,548,6958,958
7/3/2015,1,594,6716,868
7/4/2015,1,695,8097,1017
7/5/2015,1,915,8039,995
7/6/2015,1,504,7012,1014
7/7/2015,1,448,7245,1015
7/8/2015,1,522,7520,993
7/9/2015,1,568,7329,1082
7/10/2015,1,345,6929,908
7/11/2015,1,599,8923,977
7/12/2015,1,813,8445,1031
7/13/2015,1,466,6193,875
7/14/2015,1,587,7048,1052
7/15/2015,1,560,6923,941
7/16/2015,1,520,6784,1016
7/17/2015,1,514,6391,949
7/18/2015,2,691,7263,994
7/19/2015,2,864,7796,1006
7/20/2015,1,629,6631,1026
7/21/2015,1,627,6109,1063
7/22/2015,1,446,6736,932
7/23/2015,1,608,7594,1046
7/24/2015,1,554,6511,994
7/25/2015,2,877,7527,1036
7/26/2015,1,808,8651,1063
7/27/2015,1,608,7145,1053
7/28/2015,1,565,6706,964
7/29/2015,1,707,6994,1006
7/30/2015,1,760,7492,1053
7/31/2015,1,586,7269,1068
8/1/2015,1,705,7858,972
8/2/2015,1,885,7329,986
8/3/2015,1,605,7155,1086
8/4/2015,2,634,7288,1040
8/5/2015,2,615,7559,1054
8/6/2015,1,411,7588,968
8/7/2015,1,633,6882,1049
8/8/2015,1,792,7589,1064
8/9/2015,1,904,7359,1071
8/10/2015,1,451,6610,1048
8/11/2015,1,542,6502,1016
8/12/2015,1,623,6711,985
8/13/2015,2,689,7249,1024
8/14/2015,2,461,6709,1006
8/15/2015,2,799,7968,1085
8/16/2015,2,800,7944,973
8/17/2015,2,539,7012,994
8/18/2015,1,587,6824,1008
8/19/2015,1,664,6578,932
8/20/2015,1,608,6818,1019
8/21/2015,1,665,6734,964
8/22/2015,1,886,7690,1005
8/23/2015,1,861,8093,1055
8/24/2015,2,505,7339,940
8/25/2015,2,573,7235,995
8/26/2015,2,668,6753,933
8/27/2015,2,684,7183,1002
8/28/2015,3,641,6377,1065
8/29/2015,2,767,8813,946
8/30/2015,2,904,8144,1088
8/31/2015,1,619,6861,950
9/1/2015,1,622,6951,975
9/2/2015,1,676,6766,945
9/3/2015,1,634,6617,951
9/4/2015,1,564,6870,1029
9/5/2015,1,944,6906,978
9/6/2015,2,991,7767,994
9/7/2015,2,776,6777,961
9/8/2015,3,763,6995,1088
9/9/2015,4,770,7799,1057
9/10/2015,4,861,7515,986
9/11/2015,2,675,7233,965
9/12/2015,2,947,8016,995
9/13/2015,2,855,6992,968
9/14/2015,1,788,6192,1038
9/15/2015,1,819,5938,959
9/16/2015,1,533,6763,1006
9/17/2015,1,677,6835,1005
9/18/2015,2,834,5701,1039
9/19/2015,2,1021,6867,1013
9/20/2015,3,1102,6939,1047
9/21/2015,1,697,6588,1081
9/22/2015,1,760,5850,991
9/23/2015,1,758,6141,967
9/24/2015,2,786,7442,1010
9/25/2015,2,818,6035,999
9/26/2015,2,930,7797,960
9/27/2015,2,810,7447,990
9/28/2015,2,700,7197,1014
9/29/2015,2,799,7033,992
9/30/2015,2,757,6254,948
10/1/2015,2,746,7619,1017
10/2/2015,1,867,5883,1054
10/3/2015,1,998,7641,1035
10/4/2015,1,1100,7841,951
10/5/2015,1,678,5922,942
10/6/2015,1,661,7009,1007
10/7/2015,1,688,6882,1001
10/8/2015,2,796,7115,1005
10/9/2015,3,1011,6942,1092
10/10/2015,3,972,7849,951
10/11/2015,4,1042,7935,926
10/12/2015,2,595,5241,953
10/13/2015,2,721,5861,1004
10/14/2015,1,658,6383,1029
10/15/2015,1,781,6358,943
10/16/2015,1,854,6009,1080
10/17/2015,1,995,7279,964
10/18/2015,1,937,7549,1101
10/19/2015,1,638,6757,1045
10/20/2015,1,816,5556,951
10/21/2015,1,848,6420,999
10/22/2015,1,887,6478,1026
10/23/2015,1,892,6459,955
10/24/2015,2,1094,8024,952
10/25/2015,1,1015,7616,1073
10/26/2015,1,821,5773,1090
10/27/2015,1,804,6702,955
10/28/2015,1,795,7098,1086
10/29/2015,1,851,6765,886
10/30/2015,1,893,6805,965
10/31/2015,1,1083,7484,1005
11/1/2015,1,1253,6662,1008
11/2/2015,1,749,5781,1019
11/3/2015,0,869,6077,987
11/4/2015,0,921,6120,1065
11/5/2015,0,933,6733,1000
11/6/2015,1,913,6338,986
11/7/2015,1,1089,7556,926
11/8/2015,1,1104,6545,1061
11/9/2015,0,791,6192,1027
11/10/2015,0,784,6175,974
11/11/2015,0,957,7259,1075
11/12/2015,1,969,6749,1041
11/13/2015,1,970,5592,1106
11/14/2015,1,1180,7491,978
11/15/2015,0,1101,6244,957
11/16/2015,0,866,5686,1052
11/17/2015,0,963,5813,1025
11/18/2015,1,868,5829,1068
11/19/2015,1,1023,6710,885
11/20/2015,1,889,6269,974
11/21/2015,2,1168,6983,939
11/22/2015,1,1169,6771,980
11/23/2015,1,957,5482,1040
11/24/2015,0,783,7170,1056
11/25/2015,0,977,6460,1001
11/26/2015,0,1011,5118,1059
11/27/2015,0,839,6446,1029
11/28/2015,0,1168,6939,1031
11/29/2015,0,1042,7240,1007
11/30/2015,0,918,6056,1032
12/1/2015,0,926,5498,1052
12/2/2015,1,927,7107,1009
12/3/2015,1,884,5161,1010
12/4/2015,0,1004,5968,1079
12/5/2015,1,1208,7937,963
12/6/2015,1,1216,7787,1007
12/7/2015,1,878,6553,971
12/8/2015,1,972,5726,1002
12/9/2015,1,900,5779,1076
12/10/2015,0,857,5692,945
12/11/2015,0,1034,5658,1010
12/12/2015,0,1227,6505,990
12/13/2015,0,1214,6693,1012
12/14/2015,0,880,5749,1018
12/15/2015,0,709,5677,964
12/16/2015,0,1000,5960,1004
12/17/2015,0,853,6279,967
12/18/2015,0,953,5241,1039
12/19/2015,0,1024,6216,1022
12/20/2015,0,1147,5489,1009
12/21/2015,0,797,6378,948
12/22/2015,0,872,5865,998
12/23/2015,0,1026,6408,946
12/24/2015,0,1132,6520,968
12/25/2015,0,1130,5805,1041
12/26/2015,0,1184,6838,1032
12/27/2015,0,1156,7295,940
12/28/2015,0,986,5437,970
12/29/2015,0,1038,6512,963
12/30/2015,0,956,5174,1000
12/31/2015,0,962,5974,942
1/1/2016,0,1120,5461,1010
1/2/2016,0,1167,6043,944
1/3/2016,0,1195,6811,994
1/4/2016,0,781,5674,996
1/5/2016,0,879,5480,945
1/6/2016,0,683,4991,1033
1/7/2016,0,1060,6962,1023
1/8/2016,0,958,6077,975
1/9/2016,0,1033,6144,1016
1/10/2016,0,1100,7203,1051
1/11/2016,0,843,6247,1033
1/12/2016,0,797,6478,962
1/13/2016,0,946,6023,959
1/14/2016,0,1031,5747,1079
1/15/2016,0,945,5287,995
1/16/2016,0,1200,7646,979
1/17/2016,0,1177,6613,1032
1/18/2016,0,968,6370,980
1/19/2016,0,823,5963,1013
1/20/2016,0,1047,6085,953
1/21/2016,1,997,5332,992
1/22/2016,0,898,6712,1085
1/23/2016,0,1200,7192,1016
1/24/2016,0,1134,7115,906
1/25/2016,0,767,6333,979
1/26/2016,1,912,6061,946
1/27/2016,1,1078,6382,932
1/28/2016,1,934,6291,999
1/29/2016,0,1091,6771,995
1/30/2016,0,1109,7434,1017
1/31/2016,0,1045,8199,1005
2/1/2016,0,1003,6170,988
2/2/2016,0,953,6393,944
2/3/2016,0,1031,5538,1053
2/4/2016,0,943,5966,1009
2/5/2016,1,1054,6009,937
2/6/2016,1,1063,7726,994
2/7/2016,1,1196,6793,935
2/8/2016,2,850,5939,1016
2/9/2016,2,918,6392,1026
2/10/2016,2,852,5903,992
2/11/2016,2,1053,5728,956
2/12/2016,1,919,5686,1045
2/13/2016,1,1119,7766,1025
2/14/2016,1,1104,7464,1027
2/15/2016,2,881,6145,1165
2/16/2016,2,888,6186,1004
2/17/2016,1,869,6521,1033
2/18/2016,0,980,6442,917
2/19/2016,0,922,7005,1039
2/20/2016,0,1048,7777,1007
2/21/2016,1,1139,6631,1046
2/22/2016,1,1002,5134,1005
2/23/2016,1,876,7289,942
2/24/2016,1,701,7297,951
2/25/2016,1,890,6355,1008
2/26/2016,1,948,5797,1005
2/27/2016,1,1010,6869,1068
2/28/2016,1,1077,7409,952
2/29/2016,1,826,6653,952
3/1/2016,1,873,7540,944
3/2/2016,1,908,6281,949
3/3/2016,1,985,6830,1053
3/4/2016,0,1002,5639,998
3/5/2016,0,963,6312,1073
3/6/2016,0,1140,7500,1057
3/7/2016,0,763,7089,1070
3/8/2016,0,721,6808,1046
3/9/2016,1,667,6620,1083
3/10/2016,1,797,5800,1061
3/11/2016,0,890,7222,884
3/12/2016,0,1139,6553,1070
3/13/2016,0,998,7221,989
3/14/2016,0,811,6684,1025
3/15/2016,1,699,7018,954
3/16/2016,2,730,6153,1050
3/17/2016,1,820,6196,1024
3/18/2016,1,704,6259,1044
3/19/2016,0,982,7146,901
3/20/2016,0,1002,7523,1009
3/21/2016,0,683,6379,958
3/22/2016,0,725,6548,1036
3/23/2016,1,806,6052,990
3/24/2016,1,934,6986,1073
3/25/2016,1,839,6962,1035
3/26/2016,1,1010,7430,1070
3/27/2016,1,1012,7426,1004
3/28/2016,0,835,6865,1082
3/29/2016,0,769,7015,895
3/30/2016,0,813,5837,1017
3/31/2016,0,749,6730,974
4/1/2016,0,800,7209,945
4/2/2016,1,968,7977,940
4/3/2016,1,992,7545,978
4/4/2016,1,704,6731,964
4/5/2016,1,735,7109,992
4/6/2016,2,898,8095,1027
4/7/2016,0,722,6922,981
4/8/2016,0,810,7017,1006
4/9/2016,0,994,7146,991
4/10/2016,0,960,7242,1073
4/11/2016,1,618,7247,1009
4/12/2016,1,683,6629,943
4/13/2016,1,849,6895,944
4/14/2016,0,728,6937,1016
4/15/2016,1,754,7410,972
4/16/2016,1,915,7562,1061
4/17/2016,2,993,8163,1008
4/18/2016,2,647,6917,957
4/19/2016,2,746,5968,1024
4/20/2016,1,751,6593,1013
4/21/2016,1,698,6814,976
4/22/2016,1,800,6479,1126
4/23/2016,1,684,8223,959
4/24/2016,1,1030,8654,954
4/25/2016,0,718,7020,984
4/26/2016,0,766,6962,1008
4/27/2016,0,773,6950,1007
4/28/2016,0,561,7631,957
4/29/2016,0,582,6233,1078
4/30/2016,0,857,7230,1032
5/1/2016,1,965,7998,979
5/2/2016,0,441,5945,1002
5/3/2016,1,675,6586,909
5/4/2016,0,723,7180,1061
5/5/2016,0,671,6775,1052
5/6/2016,0,528,6170,923
5/7/2016,0,772,7629,928
5/8/2016,0,1005,7858,992
5/9/2016,0,648,6745,1089
5/10/2016,0,662,6458,977
5/11/2016,0,719,7504,943
5/12/2016,1,753,6816,1035
5/13/2016,1,733,6150,1045
5/14/2016,0,689,8571,1048
5/15/2016,0,778,8157,1033
5/16/2016,0,470,6737,1040
5/17/2016,0,504,6366,1048
5/18/2016,0,549,7021,1035
5/19/2016,0,628,7153,948
5/20/2016,0,704,7472,996
5/21/2016,0,725,8098,1002
5/22/2016,0,878,8760,1039
5/23/2016,1,686,7535,984
5/24/2016,0,647,7047,1023
5/25/2016,0,578,7727,973
5/26/2016,1,565,7595,1122
5/27/2016,1,646,7261,978
5/28/2016,0,835,7485,1032
5/29/2016,0,778,7752,1018
5/30/2016,0,546,6790,1008
5/31/2016,1,630,7422,1068
6/1/2016,1,574,7395,889
6/2/2016,1,534,7813,995
6/3/2016,2,700,6531,988
6/4/2016,1,824,7382,1098
6/5/2016,0,733,7660,992
6/6/2016,1,462,7659,1044
6/7/2016,1,586,7701,1065
6/8/2016,1,421,7608,1025
6/9/2016,0,618,7622,1054
6/10/2016,1,572,7190,1011
6/11/2016,0,657,7766,1052
6/12/2016,0,782,7400,1057
6/13/2016,0,481,6185,962
6/14/2016,0,501,8712,1000
6/15/2016,0,477,7152,978
6/16/2016,1,696,7331,970
6/17/2016,2,626,6307,1074
6/18/2016,2,833,7944,1029
6/19/2016,3,801,9026,993
6/20/2016,2,582,7527,980
6/21/2016,2,430,6574,1024
6/22/2016,1,554,7421,1018
6/23/2016,1,788,6957,1032
6/24/2016,1,566,7461,1017
6/25/2016,1,698,7815,981
6/26/2016,1,807,7287,938
6/27/2016,2,584,7197,1020
6/28/2016,2,641,7402,1028
6/29/2016,2,612,6531,967
6/30/2016,1,652,6691,957
7/1/2016,1,485,7538,1040
7/2/2016,1,696,8316,997
7/3/2016,1,822,7973,1054
7/4/2016,1,648,7344,949
7/5/2016,1,617,7157,1041
7/6/2016,1,506,7791,1006
7/7/2016,1,542,7413,1010
7/8/2016,1,667,8115,1029
7/9/2016,1,906,8014,1073
7/10/2016,1,728,8695,1081
7/11/2016,1,460,8086,957
7/12/2016,1,631,7611,899
7/13/2016,1,687,6996,1126
7/14/2016,1,589,6305,1019
7/15/2016,1,653,7816,1028
7/16/2016,1,932,8498,1007
7/17/2016,1,796,8598,1058
7/18/2016,1,604,7274,985
7/19/2016,1,554,7254,972
7/20/2016,2,596,7932,1043
7/21/2016,2,768,7684,992
7/22/2016,3,600,7915,1143
7/23/2016,2,648,8579,1049
7/24/2016,2,775,8093,983
7/25/2016,2,477,6842,973
7/26/2016,1,591,7922,1031
7/27/2016,2,552,6314,956
7/28/2016,2,652,7590,1007
7/29/2016,2,564,7537,1070
7/30/2016,1,938,8158,1094
7/31/2016,2,901,8428,987
8/1/2016,1,576,7187,1032
8/2/2016,1,574,7101,960
8/3/2016,1,611,8113,993
8/4/2016,1,557,7443,1002
8/5/2016,1,515,7318,965
